Wavelength,Intensity
403.0689655172414,40.43259259259259
404.2241379310345,38.39925925925926
405.37931034482756,38.58814814814815
406.5344827586207,39.495555555555555
407.68965517241384,41.26962962962963
408.84482758620686,42.95851851851852
410.0,44.96222222222222
411.15517241379314,47.132592592592594
412.3103448275862,49.38814814814815
413.4655172413793,52.04
414.62068965517244,53.67703703703704
415.7758620689655,56.50666666666667
416.9310344827586,59.38444444444444
418.08620689655174,61.53259259259259
419.2413793103448,64.81037037037036
420.3965517241379,68.08074074074074
421.55172413793105,70.81037037037036
422.7068965517241,73.62518518518519
423.8620689655172,77.88814814814815
425.01724137931035,85.91037037037037
426.17241379310343,102.12888888888888
427.32758620689657,113.75111111111111
428.48275862068965,119.76962962962963
429.6379310344828,121.31037037037036
430.7931034482759,121.38814814814815
431.94827586206895,121.38814814814815
433.1034482758621,121.36222222222221
434.2586206896552,121.71407407407408
435.41379310344826,119.66222222222223
436.5689655172414,111.78444444444445
437.7241379310345,103.75111111111111
438.87931034482756,99.57703703703703
440.0344827586207,99.19185185185185
441.1896551724138,99.46222222222222
442.3448275862069,100.05481481481482
443.5,100.49555555555555
444.65517241379314,100.81037037037036
445.8103448275862,101.32888888888888
446.9655172413793,101.9437037037037
448.12068965517244,102.77333333333333
449.2758620689655,103.22148148148148
450.4310344827586,103.88814814814815
451.58620689655174,104.28444444444445
452.7413793103448,104.71777777777778
453.8965517241379,105.41777777777777
455.05172413793105,105.8362962962963
456.2068965517241,106.60296296296296
457.3620689655172,107.02888888888889
458.51724137931035,107.49555555555555
459.67241379310343,107.75111111111111
460.82758620689657,107.93629629629629
461.98275862068965,108.22888888888889
463.1379310344828,108.65851851851852
464.2931034482759,108.90666666666667
465.44827586206895,108.91037037037037
466.6034482758621,108.67333333333333
467.7586206896552,108.55481481481482
468.91379310344826,108.29185185185185
470.0689655172414,107.71037037037037
471.2241379310345,107.66962962962963
472.37931034482756,107.20666666666666
473.5344827586207,106.64370370370371
474.6896551724138,106.24
475.8448275862069,105.64
477.0,105.16962962962963
478.15517241379314,105.22888888888889
479.3103448275862,106.10296296296296
480.4655172413793,107.76592592592593
481.62068965517244,110.98074074074074
482.7758620689655,115.11037037037038
483.9310344827586,118.96962962962962
485.08620689655174,122.30296296296295
486.2413793103448,125.23259259259258
487.3965517241379,127.30296296296295
488.55172413793105,127.86962962962964
489.7068965517241,127.87703703703703
490.86206896551727,126.42888888888889
492.01724137931035,123.46222222222222
493.17241379310343,120.08444444444444
494.32758620689657,115.70666666666666
495.48275862068965,110.35851851851852
496.6379310344828,106.15481481481481
497.7931034482759,101.79925925925926
498.94827586206895,97.9437037037037
500.1034482758621,94.64370370370371
501.2586206896552,91.65481481481481
502.41379310344826,89.19925925925926
503.5689655172414,87.18444444444444
504.7241379310345,86.24
505.87931034482756,86.01407407407407
507.0344827586207,85.71037037037037
508.1896551724138,86.39185185185185
509.3448275862069,87.81407407407407
510.5,89.01777777777778
511.6551724137931,90.10666666666667
512.8103448275862,91.20296296296296
513.9655172413793,91.48814814814814
515.1206896551724,91.7325925925926
516.2758620689655,90.76222222222222
517.4310344827586,90.20666666666666
518.5862068965517,89.66222222222223
519.7413793103449,88.60666666666667
520.8965517241379,87.22888888888889
522.051724137931,85.1362962962963
523.2068965517242,83.15481481481481
524.3620689655172,81.05851851851851
525.5172413793103,78.91037037037037
526.6724137931035,77.11407407407407
527.8275862068965,75.10666666666667
528.9827586206897,73.66592592592592
530.1379310344828,72.14370370370371
531.2931034482758,71.29925925925926
532.448275862069,70.63259259259259
533.6034482758621,70.33259259259259
534.7586206896551,71.32518518518518
535.9137931034483,72.86222222222221
537.0689655172414,75.60666666666667
538.2241379310345,86.09185185185186
539.3793103448276,96.76222222222222
540.5344827586207,111.87703703703704
541.6896551724138,141.0288888888889
542.8448275862069,165.8437037037037
544.0,184.75481481481484
545.1551724137931,198.9177777777778
546.3103448275862,207.69925925925926
547.4655172413793,210.17703703703705
548.6206896551724,206.88814814814816
549.7758620689655,199.4177777777778
550.9310344827586,188.28444444444446
552.0862068965517,170.95481481481482
553.2413793103449,146.7288888888889
554.3965517241379,121.46222222222222
555.551724137931,96.62888888888888
556.7068965517242,81.36222222222221
557.8620689655172,70.6362962962963
559.0172413793103,62.495555555555555
560.1724137931035,55.83259259259259
561.3275862068965,50.03629629629629
562.4827586206897,45.14740740740741
563.6379310344828,41.14740740740741
564.7931034482758,37.79185185185185
565.948275862069,35.25111111111111
567.1034482758621,33.40296296296296
568.2586206896551,32.57703703703704
569.4137931034483,31.50296296296296
570.5689655172414,30.706666666666663
571.7241379310345,30.647407407407407
572.8793103448276,30.84740740740741
574.0344827586207,32.64
575.1896551724138,37.41407407407407
576.3448275862069,42.38074074074074
577.5,50.52518518518519
578.6551724137931,58.065925925925924
579.8103448275862,67.52148148148149
580.9655172413793,78.81407407407407
582.1206896551724,90.91037037037037
583.2758620689655,102.59555555555555
584.4310344827586,112.63259259259259
585.5862068965517,124.2251851851852
586.7413793103449,133.34740740740742
587.8965517241379,138.67703703703705
589.051724137931,142.30296296296297
590.2068965517242,145.48074074074074
591.3620689655172,148.07703703703706
592.5172413793103,149.18074074074076
593.6724137931035,147.04000000000002
594.8275862068965,140.95851851851853
595.9827586206897,136.19925925925926
597.1379310344828,134.3177777777778
598.2931034482758,135.0362962962963
599.448275862069,131.6103703703704
600.6034482758621,123.61037037037038
601.7586206896551,116.98444444444445
602.9137931034483,113.61407407407407
604.0689655172414,112.58814814814815
605.2241379310345,112.85851851851852
606.3793103448276,114.01777777777778
607.5344827586207,124.9325925925926
608.6896551724138,152.59555555555556
609.8448275862069,172.37703703703704
611.0,181.54000000000002
612.1551724137931,183.09555555555556
613.3103448275862,184.0288888888889
614.4655172413793,184.38814814814816
615.6206896551724,183.9251851851852
616.7758620689655,181.88444444444445
617.9310344827586,170.4177777777778
619.0862068965517,157.75481481481484
620.2413793103449,147.54370370370373
621.3965517241379,139.10666666666668
